id,headword,normalized_headword,pronunciation,pos,pos_tag,morph,etymology,gloss_en,gloss_ru,definition,senses,examples,source,page,confidence,notes
2236,Kailí,Kaili,,N.F.,n.f.,,,Uneasiness,,Uneasiness,,"-parṇí, v.s. re. To be uneasy; -áwṇí, v.s. re. To become uneasy",mainDictionary_repaired.csv,68,original,
2237,Kaiṇ,Kain,,NOUN,n.m.,,H. kaháṇī,A riddle,,A riddle,,"Riddle: Bhujáíň, bújhá, Eksá ḍáli-e hauṇ fal tíṇ: Híňg, jírá, bújhá. 'I tell you a riddle or a puzzle, understand it. On one branch are three fruits: Asafoetida, cumin, understand it.' (Reply is 'a large spoon')",mainDictionary_repaired.csv,69,original,
2238,Káiň,Kain,,NOUN,n.m.,,,See Júṇ,,See Júṇ,,,mainDictionary_repaired.csv,69,original,
2239,Kaiň or Kyéň,Kain or Kyen,,PRO.,pro.,,,Something,,Something,,"-ní, adv. Nothing",mainDictionary_repaired.csv,69,original,
2240,Kaiňchú,Kainchu,,N.F.,n.f.,,H. kaiṅchī,(1) Scissors; (2) The slope of a thatch,,(1) Scissors; (2) The slope of a thatch,,,mainDictionary_repaired.csv,69,original,
2241,Kaiṇal,Kainal,,N.F.,n.f.,,,The green pigeon,,The green pigeon,,,mainDictionary_repaired.csv,69,original,
2242,Kaiňṭh,Kainth,,NOUN,n.m.,,,A kind of wild pear,,A kind of wild pear,,"-ṛú, n.m. See Jraiňṭh",mainDictionary_repaired.csv,69,original,
2243,"Kairi, káňṛí, kyári","Kairi, kanri, kyari",,N.F.,n.f.,,,The neck,,The neck,,Balí herí káňṛí. 'Balí Rájá bent his neck.',mainDictionary_repaired.csv,69,original,
2244,"Káit, káith or kayasth","Kait, kaith or kayasth",,NOUN,n.m.,,S. kāyastha,A writer,,A writer,,"In Bashahrí, Kumhársainí, Maṇḍí and the Simla Hill States he is called Bakhshí or Munshí",mainDictionary_repaired.csv,69,original,
2245,Kaith,Kaith,,NOUN,n.m.,,,See Káit,,See Káit,,,mainDictionary_repaired.csv,69,original,
2246,Káíṭí,Kaiti,,N.F.,n.f.,,,"Moss, lichen",,"Moss, lichen",,,mainDictionary_repaired.csv,69,original,
2247,Káj,Kaj,,NOUN,n.m.,,S. Kāryya,"Work, business, an action",,"Work, business, an action",,,mainDictionary_repaired.csv,69,original,
2248,Kajo,Kajo,,ADV.,adv.,,,What for?,,What for?,,"In Káňgṛá, Biláspur and the Simla Hills, kwé or kway is used",mainDictionary_repaired.csv,69,original,
2249,Kákh,Kakh,,NOUN,n.m.,,,A straw,,A straw,,"Proverb: Bharí múṭh lakkho rí, Kholí kakho rí. 'A closed fist will hold a million, An open one will not hold a straw.' (Meaning that honour is the best thing, and a dishonoured thing is worth nothing.)",mainDictionary_repaired.csv,69,original,
2250,Kakkar,Kakkar,,NOUN,n.m.,,,A tree which yields valuable timber,,A tree which yields valuable timber,,,mainDictionary_repaired.csv,69,original,
2251,Kákkar,Kakkar,,NOUN,n.m.,,,The barking deer,,The barking deer,,,mainDictionary_repaired.csv,69,original,
2252,Kákṛí,Kakri,,N.F.,n.f.,,S. Karkaṭī,(1) A cucumber; (2) The lung disease,,(1) A cucumber; (2) The lung disease,,"rog, n.m. Lung disease",mainDictionary_repaired.csv,69,original,
2253,Kaku,Kaku,,NOUN,n.m.,,,A polite term used in addressing a boy,,A polite term used in addressing a boy,,,mainDictionary_repaired.csv,69,original,
2254,Kál or káll,Kal or kall,,ADV.,adv.,,,Yesterday,,Yesterday,,"-byálé, adv. Yesterday evening; -bhyáňsrí, adv. Yesterday morning",mainDictionary_repaired.csv,69,original,
2255,Kál,Kal,,N.F.,n.f.,,S. Kalaha,"Dispute, quarrel, struggle",,"Dispute, quarrel, struggle",,"-hoṇí, v.s. re. To be disputed, to struggle",mainDictionary_repaired.csv,69,original,
2256,Ká'l,Ka'l,,NOUN,n.m.,,S. Akāla,"and Kāla,(1) The time of a famine; Famine. -paṛṇá,v.i. ir. To be a famine year,69",,"and Kāla,(1) The time of a famine; Famine. -paṛṇá,v.i. ir. To be a famine year,69",,,mainDictionary_repaired.csv,,original,
2257,"Kál, kálo","Kal, kalo",,NOUN,n.m.,,"S. Kāla, time","Death, demise",,"Death, demise",,,mainDictionary_repaired.csv,69,original,
2258,Kálá or -u,Kala or -u,,ADJ.,adj.,,H. kālā,Black,,Black,,"m.; f. -í, pl. -é",mainDictionary_repaired.csv,69,original,
2259,Kalam,Kalam,,N.F.,n.f.,,H. qalam,A pen,,A pen,,"-baṇáwṇí, v.t. re. To mend a pen",mainDictionary_repaired.csv,69,original,
2260,Kálaṇ or kálṇé,Kalan or kalne,,N.F.,n.f.,,,A variety of coarse rice sown on high hills,,A variety of coarse rice sown on high hills,,,mainDictionary_repaired.csv,69,original,
2261,Kaláo or kaláw,Kalao or kalaw,,NOUN,n.m.,,,A kind of pea,,A kind of pea,,cf. Kláw (Balsan),mainDictionary_repaired.csv,69,original,
2262,Kalewá,Kalewa,,NOUN,n.m.,,,Breakfast,,Breakfast,,"-karṇá, v.t. re. To take breakfast",mainDictionary_repaired.csv,69,original,
2263,Kalgí,Kalgi,,N.F.,n.f.,,H. kalgī,An ornament worn on a turban,,An ornament worn on a turban,,,mainDictionary_repaired.csv,69,original,
2264,Kálí-marcho-re dáṇé,Kali-marcho-re dane,,NOUN,n.m. pl.,,,Black pepper seed,,Black pepper seed,,,mainDictionary_repaired.csv,69,original,
2265,Káljá,Kalja,,NOUN,n.m.,,H. kalejā,Liver,,Liver,,Also káljú,mainDictionary_repaired.csv,69,original,
2266,Kalká or -u,Kalka or -u,,ADJ.,adj.,,,"Saltish, too salty",,"Saltish, too salty",,"m.; f. -í, pl. -é",mainDictionary_repaired.csv,69,original,
2267,Kálú-bír,Kalu-bir,,NOUN,n.m.,,,See Kahlú-bír,,See Kahlú-bír,,,mainDictionary_repaired.csv,70,original,
2268,Kám,Kam,,NOUN,n.m.,,S. karma,"Work, business",,"Work, business",,"-káj, n.m. Domestic duties; -kás, n.m. Office or household duties",mainDictionary_repaired.csv,70,original,
2269,Kam,Kam,,ADJ.,adj.,,H. kam,Less,,Less,,"-hoṇá, v.i. ir. To be less; -karṇu, v.t. ir. To make less; -í, n.f. Deficiency",mainDictionary_repaired.csv,70,original,
2270,Kámá,Kama,,NOUN,n.m.,,,A servant,,A servant,,"Káňgṛá, Biláspúr and Nálágarh",mainDictionary_repaired.csv,70,original,
2271,Kamáí,Kamai,,N.F.,n.f.,,H. kamāī,"(1) Earnings, wages; (2) Fate, fortune",,"(1) Earnings, wages; (2) Fate, fortune",,,mainDictionary_repaired.csv,70,original,
2272,Kamál,Kamal,,NOUN,n.m.,,,A kind of grass,,A kind of grass,,,mainDictionary_repaired.csv,70,original,
2273,Kamaṇḍí,Kamandi,,N.F.,n.f.,,,See Iňkh (Káňgṛá),,See Iňkh (Káňgṛá),,,mainDictionary_repaired.csv,70,original,
2274,Kamámá or kamáiṛó,Kamama or kamairo,,P.P.,p.p.,,,Having earned,,Having earned,,,mainDictionary_repaired.csv,70,original,
2275,Kamáwňdá,Kamawnda,,P.P.,p.p.,,,Earning,,Earning,,"f. -í, pl. -é",mainDictionary_repaired.csv,70,original,
2276,Kamáwṇu,Kamawnu,,V.T.,v.t. re.,,,To earn,,To earn,,,mainDictionary_repaired.csv,70,original,
2277,"Kamáwu-huňḍu, -á","Kamawu-hundu, -a",,P.P.,p.p.,,,Earned,,Earned,,"m.; f. -í, pl. -é",mainDictionary_repaired.csv,70,original,
2278,Kámdár,Kamdar,,NOUN,n.m.,,,An official,,An official,,"-í, n.f. Officialdom. Generally used to denote the officials of a parganá. Each parganá has five officials: the mahtá or mantá, karáuk or kráuk, siáṇá, gheňghṇá, and piádá. The mahtá corresponds to a náib-tahsildár and decides petty cases. The kráuk collects the cash revenue and hands it over to the mahtá for payment into the State treasury. He has also to manage the corvée in his parganá. The siáṇá examines the revenue accounts to see if any land-revenue remains unrealized. The gheňghṇá's duty is to realize the clarified butter levied on certain grass lands. The piádá's is to carry out the orders of the mahtá, kráuk and siáṇá. (Also kárdár.)",mainDictionary_repaired.csv,70,original,
2279,Kámdárí,Kamdari,,N.F.,n.f.,,,See Kámdár,,See Kámdár,,,mainDictionary_repaired.csv,70,original,
2280,Kámdhenu,Kamdhenu,,N.F.,n.f.,,S. Kāmadhenu,"The cow of plenty, also used for any cow that never calves yet always gives milk",,"The cow of plenty, also used for any cow that never calves yet always gives milk",,,mainDictionary_repaired.csv,70,original,
2281,Kamhálú,Kamhalu,,NOUN,n.m.,,,A kind of basket used to keep wool in for spinning. dim. A small long basket to keep wool in.,,A kind of basket used to keep wool in for spinning. dim. A small long basket to keep wool in.,,,mainDictionary_repaired.csv,70,original,
2282,Kamí,Kami,,N.F.,n.f.,,H. kamī,"Decrease, deficiency",,"Decrease, deficiency",,"-karṇí, v.i. ir. To decrease; -hoṇí, v.i. re. To be decreased",mainDictionary_repaired.csv,70,original,
2283,Kammal,Kammal,,NOUN,n.m.,,S. Kambala; H. kambal,A blanket,,A blanket,,,mainDictionary_repaired.csv,70,original,
2284,Kammar,Kammar,,N.F.,n.f.,,H. kamar,The waist,,The waist,,"-báň-ṇí, v.i. re. (1) To gird up one's loins; (2) To be ready",mainDictionary_repaired.csv,70,original,
2285,Kamwáṇu,Kamwanu,,V.T.,v.t. re.,,,To cause or allow to earn,,To cause or allow to earn,,"f. -í, pl. -é",mainDictionary_repaired.csv,70,original,
2286,Káṇ,Kan,,NOUN,n.m. pl.,,S. Karṇa; H. kān,"Ears, the organs of hearing",,"Ears, the organs of hearing",,,mainDictionary_repaired.csv,70,original,
2287,Káṇá,Kana,,ADJ.,adj.,,H. kāṇā,One-eyed,,One-eyed,,"m.; f. -í, pl. -é. Also káṇu",mainDictionary_repaired.csv,70,original,
2288,"Kaṇá, -ú","Kana, -u",,ADJ.,adj.,,,The youngest,,The youngest,,"m.; f. -í, pl. -é",mainDictionary_repaired.csv,70,original,
2289,Kaṇáit,Kanait,,NOUN,n.m.,,,See Kanét,,See Kanét,,,mainDictionary_repaired.csv,70,original,
2290,Kaṇak,Kanak,,N.F.,n.f.,,H. kanak,Wheat,,Wheat,,Syn. Geúň or Giúň,mainDictionary_repaired.csv,70,original,
2291,Kaṇálí,Kanali,,N.F.,n.f.,,,"A large wooden vessel used for kneading flour, etc.",,"A large wooden vessel used for kneading flour, etc.",,,mainDictionary_repaired.csv,70,original,
2292,Kaṇáwará,Kanawara,,NOUN,n.m.,,,An inhabitant of Kanáwar,,An inhabitant of Kanáwar,,"f. -í, pl. -é",mainDictionary_repaired.csv,70,original,
2293,Kaṇbál,Kanbal,,NOUN,n.m.,,,The ceremony of boring a child's ears,,The ceremony of boring a child's ears,,,mainDictionary_repaired.csv,70,original,
2294,Kaṇbálí,Kanbali,,N.F.,n.f.,,H. kān-bālī,An earring,,An earring,,Also kaṇṭálí,mainDictionary_repaired.csv,70,original,
2295,Kaṇbíchá,Kanbicha,,NOUN,n.m.,,,A heavy earring worn in the middle of the ear,,A heavy earring worn in the middle of the ear,,,mainDictionary_repaired.csv,70,original,
2296,Kālu bīr,Kalu bir,,NOUN,n.m.,,,A spirit who lives on the mountains and whose anger causes landslips.,,A spirit who lives on the mountains and whose anger causes landslips.,,See Kahlú bīr. It must be appeased with sacrifice (Chambā).,mainDictionary_repaired.csv,70,original,
2297,Kám,Kam,,NOUN,n.m.,,(S. karma),"Work, business.",,"Work, business.",,"káj, n.m. Domestic duties. kas, n.m. Office or household duties.",mainDictionary_repaired.csv,70,original,
2298,Kam,Kam,,ADJ.,adj.,,(H.),Less.,,Less.,,"honā, v.i. ir. To be less. karnu, v.t. ir. To make less. -í n.f. Deficiency.",mainDictionary_repaired.csv,70,original,
2299,Kámá,Kama,,NOUN,n.m.,,,A servant.,,A servant.,,"(Kāngrā, Bilāspūr and Nālāgarh.)",mainDictionary_repaired.csv,70,original,
2300,Kamāī,Kamai,,N.F.,n.f.,,(H.),"(1) Earnings, wages. (2) Fate, fortune.",,"(1) Earnings, wages. (2) Fate, fortune.",,,mainDictionary_repaired.csv,70,original,
2301,Kamāl,Kamal,,NOUN,n.m.,,,A kind of grass.,,A kind of grass.,,,mainDictionary_repaired.csv,70,original,
2302,Kamandī,Kamandi,,N.F.,n.f.,,,A term for sugarcane.,,A term for sugarcane.,,See Iṅkh (Kāngrā).,mainDictionary_repaired.csv,70,original,
2303,Kamāwnu,Kamawnu,,V.T.,v.t. re.,,,To earn.,,To earn.,,"pre. par. Kamāwṇdá. c.p. Kamāma or kamāwró. pas. par. Kamāwu-huṇḍu -á, m.; f. -ī, pl. -é. Earned.",mainDictionary_repaired.csv,70,original,
2304,Kamdār,Kamdar,,NOUN,n.m.,,,An official.,,An official.,,"f. -í, n.f. Officialdom. Generally used to denote the officials of a parganā. Each parganā has five officials: the mahtā or mantā, karāuk or krāuk, siānā, gheṇghṇā, and piādā.",mainDictionary_repaired.csv,70,original,
2305,Kamdārī,Kamdari,,N.F.,n.f.,,,The work and circle of a Kamdār.,,The work and circle of a Kamdār.,,See Kāmdār.,mainDictionary_repaired.csv,70,original,
2306,Kamdhenu,Kamdhenu,,N.F.,n.f.,,(S.),"The cow of plenty, also used for any cow that never calves yet always gives milk.",,"The cow of plenty, also used for any cow that never calves yet always gives milk.",,,mainDictionary_repaired.csv,70,original,
2307,Kamhalī,Kamhali,,N.F.,n.f.,,,A kind of basket used to keep wool in for spinning.,,A kind of basket used to keep wool in for spinning.,,,mainDictionary_repaired.csv,70,original,
2308,Kamhaltu,Kamhaltu,,NOUN,n.m.,,,A small long basket to keep wool in; diminutive of Kamhalī.,,A small long basket to keep wool in; diminutive of Kamhalī.,,,mainDictionary_repaired.csv,70,original,
2309,Kamī,Kami,,N.F.,n.f.,,(H.),"Decrease, deficiency.",,"Decrease, deficiency.",,"karnī, v.t. ir. To decrease. honī, v.i. ir. To be decreased.",mainDictionary_repaired.csv,70,original,
2310,Kammal,Kammal,,NOUN,n.m.,,"(H. kambal, S. Kamvala)",A blanket.,,A blanket.,,,mainDictionary_repaired.csv,70,original,
2311,Kamar,Kamar,,N.F.,n.f.,,(H. kamar),The waist.,,The waist.,,"bān-nī, v.t. re. (1) To gird up one's loins. (2) To be ready.",mainDictionary_repaired.csv,70,original,
2312,Kamwānu,Kamwanu,,V.T.,v.t. re.,,,To cause or allow to earn.,,To cause or allow to earn.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,70,original,
2313,Ka'n,Ka'n,,NOUN,n.m. pl.,,"(S. Karna, H. kān)","Ears, the organs of hearing.",,"Ears, the organs of hearing.",,,mainDictionary_repaired.csv,70,original,
2314,Kanā,Kana,,ADJ.,adj. m.,,(H.),One-eyed.,,One-eyed.,,"f. -í, pl. -é. (Also kānu).",mainDictionary_repaired.csv,70,original,
2315,"Kanā, -u","Kana, -u",,ADJ.,adj. m.,,,The youngest.,,The youngest.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,70,original,
2316,Kanait,Kanait,,NOUN,n.m.,,,See Kanet.,,See Kanet.,,,mainDictionary_repaired.csv,70,original,
2317,Kanak,Kanak,,N.F.,n.f.,,(H.),Wheat.,,Wheat.,,(Syn. Geūň or Giūň).,mainDictionary_repaired.csv,70,original,
2318,Kanāli,Kanali,,N.F.,n.f.,,,"A large wooden vessel used for kneading flour, etc.",,"A large wooden vessel used for kneading flour, etc.",,,mainDictionary_repaired.csv,70,original,
2319,Kanāwarā,Kanawara,,NOUN,n.m.,,,An inhabitant of Kanāwar.,,An inhabitant of Kanāwar.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,70,original,
2320,Kanbāl,Kanbal,,NOUN,n.m.,,,The ceremony of boring a child's ears.,,The ceremony of boring a child's ears.,,,mainDictionary_repaired.csv,70,original,
2321,Kanbālī,Kanbali,,N.F.,n.f.,,(H.),An earring.,,An earring.,,(Also kaṇṭālī).,mainDictionary_repaired.csv,70,original,
2322,Kanbīchā,Kanbicha,,NOUN,n.m.,,,A heavy earring worn in the middle of the ear.,,A heavy earring worn in the middle of the ear.,,,mainDictionary_repaired.csv,70,original,
2323,Kanchha or -u,Kanchha or -u,,ADJ.,adj. m.,,,"Younger, youngest.",,"Younger, youngest.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,71,original,
2324,Kanchhūl,Kanchhul,,N.F.,n.f.,,,The right of the youngest brother to get a field over and above his share as one of the brothers.,,The right of the youngest brother to get a field over and above his share as one of the brothers.,,,mainDictionary_repaired.csv,71,original,
2325,Kāndā,Kanda,,NOUN,n.m.,,(H. kāṇṭā),(1) A thorn. (2) A ridge.,,(1) A thorn. (2) A ridge.,,"(1) -chubhnā, v.s. re. To be pierced with a thorn.",mainDictionary_repaired.csv,71,original,
2326,Kandā,Kanda,,PRE.,pre. par. m.,,,Groaning.,,Groaning.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,71,original,
2327,Kan-de-lāgnu,Kan-de-lagnu,,V.I.,v.i. re.,,,To begin to groan.,,To begin to groan.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,71,original,
2328,Kaṇḍeī,Kandei,,N.F.,n.f.,,(S. Kaṇṭakārikā),A medicinal plant; a sort of prickly nightshade.,,A medicinal plant; a sort of prickly nightshade.,,(Solanum jacquinii),mainDictionary_repaired.csv,71,original,
2329,Kandyāī,Kandyai,,N.F.,n.f.,,,A kind of thorny herb used in medicine.,,A kind of thorny herb used in medicine.,,,mainDictionary_repaired.csv,71,original,
2330,"Kanerū, kanherū","Kaneru, kanheru",,NOUN,n.m.,,,An iron tip for an arrow.,,An iron tip for an arrow.,,,mainDictionary_repaired.csv,71,original,
2331,Kanet,Kanet,,NOUN,n.m.,,,The term for the fourth class of the Hindūs in the Simla Hills.,,The term for the fourth class of the Hindūs in the Simla Hills.,,"f. -aṇ, n.f. The Kanets are divided into several hundred septs. A proverb runs: 'Kaneto rī mā ek, bāp ṭhārā' - 'A Kanet has one mother and eighteen fathers'.",mainDictionary_repaired.csv,71,original,
2332,Kangano,Kangano,,NOUN,n.m. pl.,,(S. Kaṅkaṇa),Bracelets.,,Bracelets.,,,mainDictionary_repaired.csv,71,original,
2333,Kāṅgru,Kangru,,NOUN,n.m.,,,A small comb.,,A small comb.,,(Diminutive of kāṅgo),mainDictionary_repaired.csv,71,original,
2334,Kanhaiṭnu,Kanhaitnu,,V.T.,v.t. re.,,,"To gather, to collect.",,"To gather, to collect.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,71,original,
2335,Kanhór,Kanhor,,NOUN,n.m.,,,Chestnut; Wild chestnut.,,Chestnut; Wild chestnut.,,In Bashāhr they make flour of wild chestnuts by keeping them for some time in running water.,mainDictionary_repaired.csv,71,original,
2336,Kanī,Kani,,N.F.,n.f.,,(H.),A very small bit.,,A very small bit.,,As. hīre rī kanī 'A small bit of diamond'.,mainDictionary_repaired.csv,71,original,
2337,Kanīa or kanīró,Kania or kaniro,,C.P.,c.p.,,,Having groaned.,,Having groaned.,,,mainDictionary_repaired.csv,71,original,
2338,Kanié,Kanie,,PRO.,pro.,,,With which.,,With which.,,adv. Why.,mainDictionary_repaired.csv,71,original,
2339,Kanī-joga,Kani-joga,,PHRASE,phrase,,,"For what purpose, what for.",,"For what purpose, what for.",,,mainDictionary_repaired.csv,71,original,
2340,Kaṅkī,Kanki,,N.F.,n.f.,,,"Lingering, delay.",,"Lingering, delay.",,"lānī, v.t. re. To linger.",mainDictionary_repaired.csv,71,original,
2341,Kankórī,Kankori,,N.F.,n.f.,,,A Brahman girl given in marriage to a Brahman and dowered by a chief's wife.,,A Brahman girl given in marriage to a Brahman and dowered by a chief's wife.,,,mainDictionary_repaired.csv,71,original,
2342,Kann,Kann,,NOUN,n.m.,,(S. skandha),Shoulder.,,Shoulder.,,"-o-pāṇde, adv. On the shoulders.",mainDictionary_repaired.csv,71,original,
2343,Kannā,Kanna,,ADJ.,adj. m.,,,See Kanchha.,,See Kanchha.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,71,original,
2344,Kan-nu,Kan-nu,,V.R.,v.r. re.,,,To groan.,,To groan.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,71,original,
2345,Kānṛī,Kanri,,N.F.,n.f.,,,See Kairī.,,See Kairī.,,,mainDictionary_repaired.csv,71,original,
2346,Kaṅsā,Kansa,,NOUN,n.m.,,(S. Kāṅsya),"Bell-metal, white metal.",,"Bell-metal, white metal.",,,mainDictionary_repaired.csv,71,original,
2347,Kansī,Kansi,,N.F.,n.f.,,,A blacksmith's tool.,,A blacksmith's tool.,,,mainDictionary_repaired.csv,71,original,
2348,Kantālī,Kantali,,N.F.,n.f.,,,See Kanbālī.,,See Kanbālī.,,,mainDictionary_repaired.csv,71,original,
2349,Kantāwnu,Kantawnu,,V.T.,v.t. re.,,,To cause or allow to groan.,,To cause or allow to groan.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,71,original,
2350,Kantāwnu,Kantawnu,,V.T.,v.t. re.,,,To trouble.,,To trouble.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,71,original,
2351,Kantha,Kantha,,NOUN,n.m.,,(H.),A big necklace.,,A big necklace.,,,mainDictionary_repaired.csv,71,original,
2352,Kanthi,Kanthi,,N.F.,n.f.,,,A small necklace.,,A small necklace.,,"bān-nī, v.t. re. To make a disciple.",mainDictionary_repaired.csv,71,original,
2353,Kanthi,Kanthi,,N.F.,n.f.,,,A necklace of tulsi (worn by males).,,A necklace of tulsi (worn by males).,,,mainDictionary_repaired.csv,71,original,
2354,Kānu,Kanu,,ADJ.,adj. m.,,,See Kānā.,,See Kānā.,,,mainDictionary_repaired.csv,71,original,
2355,Kānu,Kanu,,NOUN,n.m. pl.,,,Husks of rice.,,Husks of rice.,,,mainDictionary_repaired.csv,71,original,
2356,Kanauḍú,Kanaudu,,NOUN,n.m.,,,"A disliked man, an enemy.",,"A disliked man, an enemy.",,f. -ī.,mainDictionary_repaired.csv,71,original,
2357,Kāyā or kuwāā,Kaya or kuwaa,,N.F.,n.f.,,,"A human body, an incarnation.",,"A human body, an incarnation.",,,mainDictionary_repaired.csv,72,original,
2358,Kapat,Kapat,,NOUN,n.m.,,(H.),Deceit.,,Deceit.,,"-ī, adj. Deceitful.",mainDictionary_repaired.csv,72,original,
2359,Kaptī,Kapti,,ADJ.,adj.,,(S. Kapaṭin),Deceitful.,,Deceitful.,,,mainDictionary_repaired.csv,72,original,
2360,Kār or kár,Kar or kar,,N.F.,n.f.,,(S. Kāra),"Duty, work, business.",,"Duty, work, business.",,"Deo kár - The work of a godling. Ráulī-kár, State business. Jai-jer-kár - A blessing used in greeting a god or deity.",mainDictionary_repaired.csv,72,original,
2361,Karahā,Karaha,,NOUN,n.m.,,,"Revenue, taxes.",,"Revenue, taxes.",,"-bharnā, v.a. re. To pay taxes.",mainDictionary_repaired.csv,72,original,
2362,Karam,Karam,,NOUN,n.m.,,(S. Karma),"Work, duty.",,"Work, duty.",,,mainDictionary_repaired.csv,72,original,
2363,Kriyā-karam,Kriya-karam,,NOUN,n.m.,,,(1) The last duties performed after cremation. (2) An act.,,(1) The last duties performed after cremation. (2) An act.,,,mainDictionary_repaired.csv,72,original,
