id,headword,normalized_headword,pronunciation,pos,pos_tag,morph,etymology,gloss_en,gloss_ru,definition,senses,examples,source,page,confidence,notes,pronunciation_ipa,pronunciation_deva,pron_confidence,pron_note,pron_token_sample
892,Dágṇu,Dagnu,,V.T.,v.t. re.,,,(1) To burn; (2) To burn with fire,,(1) To burn; (2) To burn with fire,,"f. -í, pl. -é",mainDictionary_repaired.csv,32,original,,Dágṇu,Dágṇu,low,unmapped_chars_sample='Dágṇu' count=5,"[{'matched': None, 'char': 'D', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'g', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'u', 'pos': 4}]"
893,Dagrasá,Dagrasa,,NOUN,n.m.,,H. gaṛāsā,"A kind of instrument used to cut plants, etc., as fodder for cattle",,"A kind of instrument used to cut plants, etc., as fodder for cattle",,,mainDictionary_repaired.csv,32,original,,Dagrasá,Dअgrअsá,low,unmapped_chars_sample='Dgrsá' count=5,"[{'matched': None, 'char': 'D', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'g', 'pos': 2}, {'matched': None, 'char': 'r', 'pos': 3}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 4, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 's', 'pos': 5}]"
894,Dagyálí,Dagyali,,N.F.,n.f.,,,"The 14th and 30th, i.e., the Chaudas and Amávas of the dark half of Bhádo are termed 'Dagyálí,' on which days the Dágs are believed to assemble at the Karol mountain in Baghát territory.",,"The 14th and 30th, i.e., the Chaudas and Amávas of the dark half of Bhádo are termed 'Dagyálí,' on which days the Dágs are believed to assemble at the Karol mountain in Baghát territory.",,,mainDictionary_repaired.csv,32,original,,Dagyálí,Dअgyálí,low,unmapped_chars_sample='Dgyálí' count=6,"[{'matched': None, 'char': 'D', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'g', 'pos': 2}, {'matched': None, 'char': 'y', 'pos': 3}, {'matched': None, 'char': 'á', 'pos': 4}, {'matched': None, 'char': 'l', 'pos': 5}]"
895,Dáh,Dah,,NOUN,n.m.,,S. Dāha = combustion,Burning,,Burning,,"-láṇá, v.i. ir. To cremate",mainDictionary_repaired.csv,32,original,,Dáh,Dáh,low,unmapped_chars_sample='Dáh' count=3,"[{'matched': None, 'char': 'D', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'h', 'pos': 2}]"
896,Dáh,Dah,,NOUN,n.m.,,,Envy,,Envy,,,mainDictionary_repaired.csv,32,original,,Dáh,Dáh,low,unmapped_chars_sample='Dáh' count=3,"[{'matched': None, 'char': 'D', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'h', 'pos': 2}]"
897,Dái,Dai,,N.F.,n.f.,,H. dāī,(1) A nurse; (2) A sister,,(1) A nurse; (2) A sister,,"Example: Dái kí bolai? 'What do you say, sister?'",mainDictionary_repaired.csv,32,original,,Dái,Dái,low,unmapped_chars_sample='Dái' count=3,"[{'matched': None, 'char': 'D', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'i', 'pos': 2}]"
898,Daiṁ,Daim,,N.F.,n.f.,,,A den; a large hole in a rock,,A den; a large hole in a rock,,,mainDictionary_repaired.csv,32,original,,Daiṁ,Dअiṁ,low,unmapped_chars_sample='Diṁ' count=3,"[{'matched': None, 'char': 'D', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'i', 'pos': 2}, {'matched': None, 'char': 'ṁ', 'pos': 3}]"
899,Dáiṇ,Dain,,N.F.,n.f.,,,See Dá'g,,See Dá'g,,,mainDictionary_repaired.csv,32,original,,Dáiṇ,Dáiṇ,low,unmapped_chars_sample='Dáiṇ' count=4,"[{'matched': None, 'char': 'D', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'i', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}]"
900,Daiňh,Dainh,,NOUN,n.m.,,S. dadhi; H. dahī,Curds; curdled sour milk,,Curds; curdled sour milk,,,mainDictionary_repaired.csv,32,original,,Daiňh,Dअiňh,low,unmapped_chars_sample='Diňh' count=4,"[{'matched': None, 'char': 'D', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'i', 'pos': 2}, {'matched': None, 'char': 'ň', 'pos': 3}, {'matched': None, 'char': 'h', 'pos': 4}]"
901,Daiňṭhí,Dainthi,,N.F.,n.f.,,H. dahej,The articles of a dowry,,The articles of a dowry,,,mainDictionary_repaired.csv,32,original,,Daiňṭhí,Dअiňṭhí,low,unmapped_chars_sample='Diňṭhí' count=6,"[{'matched': None, 'char': 'D', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'i', 'pos': 2}, {'matched': None, 'char': 'ň', 'pos': 3}, {'matched': None, 'char': 'ṭ', 'pos': 4}, {'matched': None, 'char': 'h', 'pos': 5}]"
902,Daiyá,Daiya,,INT.,int.,,,God! my God!,,God! my God!,,,mainDictionary_repaired.csv,32,original,,Daiyá,Dअiyá,low,unmapped_chars_sample='Diyá' count=4,"[{'matched': None, 'char': 'D', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'i', 'pos': 2}, {'matched': None, 'char': 'y', 'pos': 3}, {'matched': None, 'char': 'á', 'pos': 4}]"
903,Dák or Dákí,Dak or Daki,,N.F.,n.f.,,,Vomit,,Vomit,,"-áwṇí or -lágní, v.i. re. To vomit",mainDictionary_repaired.csv,32,original,,Dák or Dákí,Dák ओr Dákí,low,unmapped_chars_sample='Dák r ' count=10,"[{'matched': None, 'char': 'D', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': None, 'char': ' ', 'pos': 3}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 4, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'r', 'pos': 5}]"
904,Ḍák,Dak,,N.F.,n.f.,,H. ḍāk,The mail,,The mail,,,mainDictionary_repaired.csv,32,original,,Ḍák,Ḍák,low,unmapped_chars_sample='Ḍák' count=3,"[{'matched': None, 'char': 'Ḍ', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'k', 'pos': 2}]"
905,Ḍákḍhar,Dakdhar,,NOUN,n.m.,,E. doctor,A doctor,,A doctor,,,mainDictionary_repaired.csv,32,original,,Ḍákɖʱar,Ḍákढअr,low,unmapped_chars_sample='Ḍákr' count=4,"[{'matched': None, 'char': 'Ḍ', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': 'ḍh', 'ipa': 'ɖʱ', 'deva': 'ढ', 'pos': 3, 'len': 2, 'note': 'Retroflex aspirated voiced stop'}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 5, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 6}]"
906,Dakeṇṇí,Dakenni,,N.F.,n.f.,,,A kind of small fox,,A kind of small fox,,Also dakáṇṇí,mainDictionary_repaired.csv,32,original,,Dakeṇṇí,Dअkएṇṇí,low,unmapped_chars_sample='Dkṇṇí' count=5,"[{'matched': None, 'char': 'D', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 3, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 'ṇ', 'pos': 4}, {'matched': None, 'char': 'ṇ', 'pos': 5}]"
907,Ḍákghar,Dakghar,,NOUN,n.m.,,H. ḍākghar,Post office,,Post office,,,mainDictionary_repaired.csv,32,original,,Ḍákghar,Ḍákghअr,low,unmapped_chars_sample='Ḍákghr' count=6,"[{'matched': None, 'char': 'Ḍ', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': None, 'char': 'g', 'pos': 3}, {'matched': None, 'char': 'h', 'pos': 4}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 5, 'len': 1, 'note': ""Short 'a' vowel""}]"
908,Dakhal,Dakhal,,NOUN,n.m.,,H. dakhl,Interference,,Interference,,"-deṇá, v.i. ir. To interfere",mainDictionary_repaired.csv,32,original,,Dakhal,Dअkhअl,low,unmapped_chars_sample='Dkhl' count=4,"[{'matched': None, 'char': 'D', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': None, 'char': 'h', 'pos': 3}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 4, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 5}]"
909,Dákí,Daki,,N.F.,n.f.,,,"Vomit, vomiting",,"Vomit, vomiting",,"-áwṇí, v.s. re. To vomit",mainDictionary_repaired.csv,32,original,,Dákí,Dákí,low,unmapped_chars_sample='Dákí' count=4,"[{'matched': None, 'char': 'D', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': None, 'char': 'í', 'pos': 3}]"
910,Ḍákiyá,Dakiya,,NOUN,n.m.,,H. ḍākiyā,A postman,,A postman,,,mainDictionary_repaired.csv,32,original,,Ḍákiyá,Ḍákiyá,low,unmapped_chars_sample='Ḍákiyá' count=6,"[{'matched': None, 'char': 'Ḍ', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': None, 'char': 'i', 'pos': 3}, {'matched': None, 'char': 'y', 'pos': 4}, {'matched': None, 'char': 'á', 'pos': 5}]"
911,Dákkh,Dakkh,,N.F.,n.f.,,S. Drākshā,Grapes,,Grapes,,"pl. -o. -láṇí, v.i. re. To plant grapes",mainDictionary_repaired.csv,32,original,,Dákkh,Dákkh,low,unmapped_chars_sample='Dákkh' count=5,"[{'matched': None, 'char': 'D', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': None, 'char': 'h', 'pos': 4}]"
912,Dákkhin,Dakkhin,,N.F.,n.f.,,S. Dakṣhiṇa,The south,,The south,,,mainDictionary_repaired.csv,32,original,,Dákkhin,Dákkhin,low,unmapped_chars_sample='Dákkhi' count=7,"[{'matched': None, 'char': 'D', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': None, 'char': 'h', 'pos': 4}, {'matched': None, 'char': 'i', 'pos': 5}]"
913,Dáknu,Daknu,,V.I.,v.i. re.,,,To vomit,,To vomit,,,mainDictionary_repaired.csv,32,original,,Dáknu,Dáknu,low,unmapped_chars_sample='Dáknu' count=5,"[{'matched': None, 'char': 'D', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': None, 'char': 'n', 'pos': 3}, {'matched': None, 'char': 'u', 'pos': 4}]"
914,Dal,Dal,,N.F.,n.f.,,H. dāl,Pulse (cooked or uncooked),,Pulse (cooked or uncooked),,,mainDictionary_repaired.csv,32,original,,Dal,Dअl,low,unmapped_chars_sample='Dl' count=2,"[{'matched': None, 'char': 'D', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 2}]"
915,Ḍál,Dal,,NOUN,n.m.,,,A tree,,A tree,,"f. -í, A small tree or plant; pl. -o",mainDictionary_repaired.csv,32,original,,Ḍál,Ḍál,low,unmapped_chars_sample='Ḍál' count=3,"[{'matched': None, 'char': 'Ḍ', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'l', 'pos': 2}]"
916,Ḍálá,Dala,,NOUN,n.m.,,,Cooked corn for cattle,,Cooked corn for cattle,,,mainDictionary_repaired.csv,32,original,,Ḍálá,Ḍálá,low,unmapped_chars_sample='Ḍálá' count=4,"[{'matched': None, 'char': 'Ḍ', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': None, 'char': 'á', 'pos': 3}]"
917,Daláshá,Dalasha,,NOUN,n.m.,,H. dilāsā,"Condolence, encouragement",,"Condolence, encouragement",,"-deṇá, v.t. ar. To condole, to encourage",mainDictionary_repaired.csv,32,original,,Daláshá,Dअláshá,low,unmapped_chars_sample='Dláshá' count=6,"[{'matched': None, 'char': 'D', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': None, 'char': 'á', 'pos': 3}, {'matched': None, 'char': 's', 'pos': 4}, {'matched': None, 'char': 'h', 'pos': 5}]"
918,Daláwṇu,Dalawnu,,V.T.,v.t. re.,,,To cause to grind coarsely,,To cause to grind coarsely,,"f. -í, pl. -é",mainDictionary_repaired.csv,32,original,,Daláwṇu,Dअláwṇu,low,unmapped_chars_sample='Dláwṇu' count=6,"[{'matched': None, 'char': 'D', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': None, 'char': 'á', 'pos': 3}, {'matched': None, 'char': 'w', 'pos': 4}, {'matched': None, 'char': 'ṇ', 'pos': 5}]"
919,Dalkí,Dalki,,N.F.,n.f.,,,"Meat, flesh",,"Meat, flesh",,,mainDictionary_repaired.csv,32,original,,Dalkí,Dअlkí,low,unmapped_chars_sample='Dlkí' count=4,"[{'matched': None, 'char': 'D', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': None, 'char': 'í', 'pos': 4}]"
920,Dalṇu,Dalnu,,V.T.,v.t. re.,,H. dalná,"To split, to grind coarsely",,"To split, to grind coarsely",,"f. -í, pl. -é",mainDictionary_repaired.csv,32,original,,Dalṇu,Dअlṇu,low,unmapped_chars_sample='Dlṇu' count=4,"[{'matched': None, 'char': 'D', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'u', 'pos': 4}]"
921,Ḍálṇu,Dalnu,,V.T.,v.t. re.,,,"To break, to cut in two",,"To break, to cut in two",,"f. -í, pl. -é",mainDictionary_repaired.csv,32,original,,Ḍálṇu,Ḍálṇu,low,unmapped_chars_sample='Ḍálṇu' count=5,"[{'matched': None, 'char': 'Ḍ', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'u', 'pos': 4}]"
922,Daltá,Dalta,,NOUN,n.m.,,,An esculent root like the potato,,An esculent root like the potato,,,mainDictionary_repaired.csv,32,original,,Daltá,Dअltá,low,unmapped_chars_sample='Dltá' count=4,"[{'matched': None, 'char': 'D', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': None, 'char': 't', 'pos': 3}, {'matched': None, 'char': 'á', 'pos': 4}]"
923,Ḍáltá,Dalta,,NOUN,n.m.,,,A small tree; (2) A kind of tree,,A small tree; (2) A kind of tree,,"f. -í, pl. -é",mainDictionary_repaired.csv,32,original,,Ḍáltá,Ḍáltá,low,unmapped_chars_sample='Ḍáltá' count=5,"[{'matched': None, 'char': 'Ḍ', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': None, 'char': 't', 'pos': 3}, {'matched': None, 'char': 'á', 'pos': 4}]"
924,Ḍaltí,Dalti,,N.F.,n.f.,,,Torch-wood,,Torch-wood,,,mainDictionary_repaired.csv,32,original,,Ḍaltí,Ḍअltí,low,unmapped_chars_sample='Ḍltí' count=4,"[{'matched': None, 'char': 'Ḍ', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': None, 'char': 't', 'pos': 3}, {'matched': None, 'char': 'í', 'pos': 4}]"
925,Dám,Dam,,NOUN,n.m.,,,A burn,,A burn,,"-deṇá, v.i. re. To burn",mainDictionary_repaired.csv,32,original,,Dám,Dám,low,unmapped_chars_sample='Dám' count=3,"[{'matched': None, 'char': 'D', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'm', 'pos': 2}]"
926,Ḍam,Dam,,NOUN,n.m.,,,"A box made of bamboo and covered with leather, used for travelling (Bashahr)",,"A box made of bamboo and covered with leather, used for travelling (Bashahr)",,,mainDictionary_repaired.csv,32,original,,Ḍam,Ḍअm,low,unmapped_chars_sample='Ḍm' count=2,"[{'matched': None, 'char': 'Ḍ', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 2}]"
927,Damáwṇu,Damawnu,,V.T.,v.t. re.,,,To cause to burn,,To cause to burn,,"f. -í, pl. -é",mainDictionary_repaired.csv,32,original,,Damáwṇu,Dअmáwṇu,low,unmapped_chars_sample='Dmáwṇu' count=6,"[{'matched': None, 'char': 'D', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': None, 'char': 'á', 'pos': 3}, {'matched': None, 'char': 'w', 'pos': 4}, {'matched': None, 'char': 'ṇ', 'pos': 5}]"
928,Dámṇu,Damnu,,V.T.,v.t. re.,,,To burn,,To burn,,"f. -í, pl. -é",mainDictionary_repaired.csv,32,original,,Dámṇu,Dámṇu,low,unmapped_chars_sample='Dámṇu' count=5,"[{'matched': None, 'char': 'D', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'u', 'pos': 4}]"
929,Dáň,Dan,,NOUN,n.m.,,,A long stick used to pluck walnuts,,A long stick used to pluck walnuts,,,mainDictionary_repaired.csv,33,original,,Dáň,Dáň,low,unmapped_chars_sample='Dáň' count=3,"[{'matched': None, 'char': 'D', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'ň', 'pos': 2}]"
930,Dán,Dan,,NOUN,n.m.,,S. Dāna,"A donation, a gift",,"A donation, a gift",,"-deṇá, v.t. re. To make a gift; -laiṇá, v.t. re. To get a gift; -karṇá, v.t. re. To offer a gift",mainDictionary_repaired.csv,33,original,,Dán,Dán,low,unmapped_chars_sample='Dán' count=3,"[{'matched': None, 'char': 'D', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'n', 'pos': 2}]"
931,Dáná,Dana,,ADJ.,adj.,,,"Wise, clever, expert",,"Wise, clever, expert",,"m.; f. -í, pl. -é",mainDictionary_repaired.csv,33,original,,Dáná,Dáná,low,unmapped_chars_sample='Dáná' count=4,"[{'matched': None, 'char': 'D', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'n', 'pos': 2}, {'matched': None, 'char': 'á', 'pos': 3}]"
932,Dáṇá,Dana,,NOUN,n.m.,,,"A pimple, seed, corn, grain",,"A pimple, seed, corn, grain",,pl. -é,mainDictionary_repaired.csv,33,original,,Dáṇá,Dáṇá,low,unmapped_chars_sample='Dáṇá' count=4,"[{'matched': None, 'char': 'D', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'ṇ', 'pos': 2}, {'matched': None, 'char': 'á', 'pos': 3}]"
933,Dáňḍ,Dand,,NOUN,n.m.,,S. danta,Tooth or teeth,,Tooth or teeth,,"pl. or sing. -bhan-né, v.re. To break one's teeth",mainDictionary_repaired.csv,33,original,,Dáňḍ,Dáňḍ,low,unmapped_chars_sample='Dáňḍ' count=4,"[{'matched': None, 'char': 'D', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'ň', 'pos': 2}, {'matched': None, 'char': 'ḍ', 'pos': 3}]"
934,Dáňḍ,Dand,,NOUN,n.m.,,S. Daṇḍa,"A fine, penalty, punishment",,"A fine, penalty, punishment",,,mainDictionary_repaired.csv,33,original,,Dáňḍ,Dáňḍ,low,unmapped_chars_sample='Dáňḍ' count=4,"[{'matched': None, 'char': 'D', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'ň', 'pos': 2}, {'matched': None, 'char': 'ḍ', 'pos': 3}]"
935,Ḍaňḍá,Danda,,NOUN,n.m.,,,(1) A pole; (2) A bachelor,,(1) A pole; (2) A bachelor,,,mainDictionary_repaired.csv,33,original,,Ḍaňḍá,Ḍअňḍá,low,unmapped_chars_sample='Ḍňḍá' count=4,"[{'matched': None, 'char': 'Ḍ', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'ň', 'pos': 2}, {'matched': None, 'char': 'ḍ', 'pos': 3}, {'matched': None, 'char': 'á', 'pos': 4}]"
936,Ḍáňḍí,Dandi,,N.F.,n.f.,,,(1) A small palanquin; (2) Earrings,,(1) A small palanquin; (2) Earrings,,,mainDictionary_repaired.csv,33,original,,Ḍáňḍí,Ḍáňḍí,low,unmapped_chars_sample='Ḍáňḍí' count=5,"[{'matched': None, 'char': 'Ḍ', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'ň', 'pos': 2}, {'matched': None, 'char': 'ḍ', 'pos': 3}, {'matched': None, 'char': 'í', 'pos': 4}]"
937,Dáňḍṇu,Dandnu,,V.I.,v.i. re.,,,"To fine, to punish, to impose a penalty",,"To fine, to punish, to impose a penalty",,,mainDictionary_repaired.csv,33,original,,Dáňḍṇu,Dáňḍṇu,low,unmapped_chars_sample='Dáňḍṇu' count=6,"[{'matched': None, 'char': 'D', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'ň', 'pos': 2}, {'matched': None, 'char': 'ḍ', 'pos': 3}, {'matched': None, 'char': 'ṇ', 'pos': 4}, {'matched': None, 'char': 'u', 'pos': 5}]"
938,Dáňgrá,Dangra,,NOUN,n.m.,,,A small weapon like an axe,,A small weapon like an axe,,,mainDictionary_repaired.csv,33,original,,Dáňgrá,Dáňgrá,low,unmapped_chars_sample='Dáňgrá' count=6,"[{'matched': None, 'char': 'D', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'ň', 'pos': 2}, {'matched': None, 'char': 'g', 'pos': 3}, {'matched': None, 'char': 'r', 'pos': 4}, {'matched': None, 'char': 'á', 'pos': 5}]"
939,Dáňgú,Dangu,,NOUN,n.m.,,,A gatekeeper (Used in Maṇḍí State),,A gatekeeper (Used in Maṇḍí State),,,mainDictionary_repaired.csv,33,original,,Dáňgú,Dáňgú,low,unmapped_chars_sample='Dáňgú' count=5,"[{'matched': None, 'char': 'D', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'ň', 'pos': 2}, {'matched': None, 'char': 'g', 'pos': 3}, {'matched': None, 'char': 'ú', 'pos': 4}]"
940,Dáňgrú,Dangru,,NOUN,n.m.,,,See Dáňgrá,,See Dáňgrá,,,mainDictionary_repaired.csv,33,original,,Dáňgrú,Dáňgrú,low,unmapped_chars_sample='Dáňgrú' count=6,"[{'matched': None, 'char': 'D', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'ň', 'pos': 2}, {'matched': None, 'char': 'g', 'pos': 3}, {'matched': None, 'char': 'r', 'pos': 4}, {'matched': None, 'char': 'ú', 'pos': 5}]"
